日期,动作,重量,组数,次数,容量,部位
2025-05-06,向上踢腿,70.0,1,8,560,腿部
2025-05-06,向上踢腿,80.0,1,8,640,腿部
2025-05-06,向上踢腿,90.0,1,8,720,腿部
2025-05-06,向上踢腿,100.0,1,8,800,腿部
2025-05-06,向上踢腿,100.0,1,12,1200,腿部
2025-05-06,倒蹬,70.0,1,12,840,腿部
2025-05-06,倒蹬,80.0,1,12,960,腿部
2025-05-06,倒蹬,90.0,1,12,1080,腿部
2025-05-06,倒蹬,90.0,1,12,1080,腿部
2025-05-06,站姿提踵,12.0,1,12,144,腿部
2025-05-06,站姿提踵,12.0,1,12,144,腿部
2025-05-08,坐姿划船,45.0,1,8,360,背部
2025-05-08,坐姿划船,50.0,1,8,400,背部
2025-05-08,坐姿划船,55.0,1,8,440,背部
2025-05-08,坐姿划船,60.0,1,8,480,背部
2025-05-08,坐姿划船,65.0,1,8,520,背部
2025-05-08,高位下拉,45.0,1,8,360,背部
2025-05-08,高位下拉,50.0,1,8,400,背部
2025-05-08,高位下拉,55.0,1,8,440,背部
2025-05-08,高位下拉,60.0,1,8,480,背部
2025-05-08,哑铃推肩,12.0,1,8,96,肩部
2025-05-08,哑铃推肩,12.0,1,8,96,肩部
2025-05-08,引体向上,0,1,8,0,背部
2025-05-10,夹胸,35.0,1,8,280,胸部
2025-05-10,夹胸,40.0,1,8,320,胸部
2025-05-10,夹胸,45.0,1,8,360,胸部
2025-05-10,夹胸,50.0,1,8,400,胸部
2025-05-10,夹胸,55.0,1,7,385,胸部
2025-05-10,夹胸,55.0,1,8,440,胸部
2025-05-10,坐姿推胸,40.0,1,8,320,胸部
2025-05-10,坐姿推胸,45.0,1,8,360,胸部
2025-05-10,坐姿推胸,50.0,1,5,250,胸部
2025-05-10,坐姿推胸,50.0,1,8,400,胸部
2025-05-10,哑铃飞鸟,12.0,1,8,96,胸部
2025-05-10,哑铃飞鸟,12.0,1,10,120,胸部
2025-05-10,三头下拉,35.0,1,8,280,手臂
2025-05-10,三头下拉,40.0,1,8,320,手臂
2025-05-10,三头下拉,45.0,1,8,360,手臂
2025-05-12,哑铃推举,10.0,1,10,100,其他
2025-05-12,哑铃推举,12.0,1,10,120,其他
2025-05-12,哑铃推举,14.0,1,10,140,其他
2025-05-12,哑铃推举,16.0,1,12,192,其他
2025-05-12,哑铃推举,16.0,1,10,160,其他
2025-05-12,哑铃推举,16.0,1,8,128,其他
2025-05-12,哑铃侧平举,8.0,1,10,80,肩部
2025-05-12,哑铃侧平举,10.0,1,10,100,肩部
2025-05-12,哑铃侧平举,12.0,1,10,120,肩部
2025-05-12,面拉,25.0,1,15,375,肩部
2025-05-12,面拉,30.0,1,15,450,肩部
2025-05-12,面拉,30.0,1,10,300,肩部
2025-05-12,面拉,35.0,1,10,350,肩部
2025-05-12,面拉,45.0,1,15,675,肩部
2025-05-12,三头下拉,40.0,1,10,400,手臂
2025-05-12,三头下拉,45.0,1,12,540,手臂
2025-05-12,三头下拉,45.0,1,12,540,手臂
2025-05-15,坐姿划船,45.0,1,8,360,背部
2025-05-15,坐姿划船,50.0,1,8,400,背部
2025-05-15,坐姿划船,55.0,1,8,440,背部
2025-05-15,坐姿划船,60.0,1,8,480,背部
2025-05-15,高位下拉,45.0,1,8,360,背部
2025-05-15,高位下拉,50.0,1,8,400,背部
2025-05-15,高位下拉,60.0,1,8,480,背部
2025-05-15,高位下拉,65.0,1,8,520,背部
2025-05-15,高位下拉,70.0,1,8,560,背部
2025-05-15,引体向上,0,1,8,0,背部
2025-05-15,引体向上,0,1,8,0,背部
2025-05-18,引体向上,0,1,7,0,背部
2025-05-18,坐姿划船,40.0,1,8,320,背部
2025-05-18,坐姿划船,45.0,1,8,360,背部
2025-05-18,坐姿划船,50.0,1,8,400,背部
2025-05-18,高位下拉,40.0,1,8,320,背部
2025-05-18,高位下拉,45.0,1,8,360,背部
2025-05-18,高位下拉,50.0,1,8,400,背部
2025-05-18,反向飞鸟,20.0,1,8,160,背部
2025-05-18,反向飞鸟,25.0,1,8,200,背部
2025-05-18,三头下拉,40.0,1,8,320,手臂
2025-05-18,三头下拉,45.0,1,8,360,手臂
2025-05-18,哑铃推肩,12.0,1,8,96,肩部
2025-05-18,哑铃推肩,14.0,1,8,112,肩部
2025-05-18,哑铃推肩,16.0,1,8,128,肩部
2025-05-18,哑铃推肩,16.0,1,7,112,肩部
2025-05-20,夹胸,35.0,1,8,280,胸部
2025-05-20,夹胸,40.0,1,8,320,胸部
2025-05-20,夹胸,45.0,1,8,360,胸部
2025-05-20,夹胸,50.0,1,8,400,胸部
2025-05-20,夹胸,55.0,1,4,220,胸部
2025-05-20,夹胸,55.0,1,8,440,胸部
2025-05-20,夹胸,50.0,1,4,200,胸部
2025-05-20,坐姿推胸,40.0,1,8,320,胸部
2025-05-20,坐姿推胸,45.0,1,5,225,胸部
2025-05-20,坐姿推胸,50.0,1,6,300,胸部
2025-05-20,坐姿推胸,45.0,1,4,180,胸部
2025-05-20,臂屈伸,0,1,5,0,胸部
2025-05-21,髋外展,45.0,1,12,540,腿部
2025-05-21,髋外展,50.0,1,12,600,腿部
2025-05-21,髋外展,55.0,1,12,660,腿部
2025-05-21,髋外展,60.0,1,12,720,腿部
2025-05-21,髋外展,65.0,1,12,780,腿部
2025-05-21,向上踢腿,50.0,1,12,600,腿部
2025-05-21,向上踢腿,60.0,1,12,720,腿部
2025-05-21,向上踢腿,70.0,1,12,840,腿部
2025-05-21,向上踢腿,80.0,1,12,960,腿部
2025-05-21,向上踢腿,90.0,1,12,1080,腿部
2025-05-21,向上踢腿,100.0,1,12,1200,腿部
2025-05-21,倒蹬,60.0,1,12,720,腿部
2025-05-21,倒蹬,70.0,1,12,840,腿部
2025-05-21,倒蹬,80.0,1,12,960,腿部
2025-05-21,倒蹬,90.0,1,12,1080,腿部
2025-05-21,倒蹬,90.0,1,12,1080,腿部
2025-05-22,哑铃推肩,14.0,1,10,140,肩部
2025-05-22,哑铃推肩,16.0,1,12,192,肩部
2025-05-22,哑铃推肩,16.0,1,10,160,肩部
2025-05-22,哑铃推肩,18.0,1,8,144,肩部
2025-05-22,哑铃推肩,18.0,1,7,126,肩部
2025-05-22,哑铃推肩,18.0,1,7,126,肩部
2025-05-22,哑铃推肩,16.0,1,8,128,肩部
2025-05-22,哑铃推肩,14.0,1,8,112,肩部
2025-05-22,哑铃侧平举,8.0,1,12,96,肩部
2025-05-22,哑铃侧平举,8.0,1,12,96,肩部
2025-05-22,哑铃侧平举,8.0,1,12,96,肩部
2025-05-22,哑铃侧平举,8.0,1,12,96,肩部
2025-05-22,面拉,35.0,1,8,280,肩部
2025-05-22,面拉,40.0,1,8,320,肩部
2025-05-22,面拉,45.0,1,10,450,肩部
2025-05-22,面拉,50.0,1,12,600,肩部
2025-05-22,面拉,45.0,1,12,540,肩部
2025-05-22,绳索弯举,20.0,1,12,240,手臂
2025-05-22,绳索弯举,30.0,1,12,360,手臂
2025-05-22,绳索弯举,35.0,1,12,420,手臂
2025-05-22,绳索弯举,40.0,1,12,480,手臂
2025-05-24,引体向上,0,1,8,0,背部
2025-05-24,引体向上,0,1,8,0,背部
2025-05-24,坐姿划船,45.0,1,8,360,背部
2025-05-24,坐姿划船,50.0,1,8,400,背部
2025-05-24,坐姿划船,55.0,1,4,220,背部
2025-05-24,高位下拉,45.0,1,8,360,背部
2025-05-24,高位下拉,50.0,1,8,400,背部
2025-05-24,高位下拉,55.0,1,8,440,背部
2025-05-24,高位下拉,60.0,1,8,480,背部
2025-05-24,高位下拉,65.0,1,8,520,背部
2025-05-24,高位下拉,70.0,1,8,560,背部
2025-05-24,三头下拉,35.0,1,8,280,手臂
2025-05-24,三头下拉,40.0,1,8,320,手臂
2025-05-24,三头下拉,45.0,1,8,360,手臂
2025-05-24,三头下拉,45.0,1,8,360,手臂
2025-05-25,哑铃卧推,12.0,1,12,144,胸部
2025-05-25,哑铃卧推,14.0,1,12,168,胸部
2025-05-25,哑铃卧推,14.0,1,12,168,胸部
2025-05-25,哑铃卧推,16.0,1,10,160,胸部
2025-05-25,哑铃卧推,16.0,1,10,160,胸部
2025-05-25,哑铃卧推,16.0,1,10,160,胸部
2025-05-25,上斜哑铃卧推,10.0,1,12,120,胸部
2025-05-25,上斜哑铃卧推,10.0,1,10,100,胸部
2025-05-25,上斜哑铃卧推,10.0,1,10,100,胸部
2025-05-25,坐姿推胸,30.0,1,10,300,胸部
2025-05-25,坐姿推胸,35.0,1,8,280,胸部
2025-05-25,臂屈伸,20.0,1,10,200,胸部
2025-05-25,臂屈伸,20.0,1,10,200,胸部
2025-05-25,臂屈伸,30.0,1,10,300,胸部
2025-05-25,臂屈伸,30.0,1,10,300,胸部
2025-05-25,绳索卷腹,50.0,1,10,500,核心
2025-05-25,绳索卷腹,60.0,1,10,600,核心
2025-05-25,绳索卷腹,60.0,1,10,600,核心
2025-05-25,绳索卷腹,70.0,1,10,700,核心
2025-05-25,绳索卷腹,70.0,1,10,700,核心
2025-05-26,哑铃推肩,12.0,1,12,144,肩部
2025-05-26,哑铃推肩,12.0,1,12,144,肩部
2025-05-26,哑铃推肩,14.0,1,12,168,肩部
2025-05-26,哑铃推肩,16.0,1,12,192,肩部
2025-05-26,哑铃推肩,18.0,1,12,216,肩部
2025-05-26,哑铃推肩,20.0,1,5,100,肩部
2025-05-26,哑铃侧平举,8.0,1,12,96,肩部
2025-05-26,哑铃侧平举,8.0,1,12,96,肩部
2025-05-26,哑铃侧平举,8.0,1,12,96,肩部
2025-05-26,哑铃侧平举,8.0,1,12,96,肩部
2025-05-26,哑铃侧平举,8.0,1,12,96,肩部
2025-05-26,哑铃侧平举,8.0,1,12,96,肩部
2025-05-26,哑铃侧平举,10.0,1,8,80,肩部
2025-05-26,三头下拉,30.0,1,12,360,手臂
2025-05-26,三头下拉,35.0,1,12,420,手臂
2025-05-26,三头下拉,40.0,1,12,480,手臂
2025-05-26,三头下拉,40.0,1,12,480,手臂
2025-05-26,面拉,40.0,1,12,480,肩部
2025-05-26,面拉,45.0,1,12,540,肩部
2025-05-26,面拉,50.0,1,12,600,肩部
2025-05-26,面拉,50.0,1,12,600,肩部
2025-05-29,坐姿划船,40.0,1,12,480,背部
2025-05-29,坐姿划船,50.0,1,8,400,背部
2025-05-29,坐姿划船,60.0,1,8,480,背部
2025-05-29,坐姿划船,65.0,1,8,520,背部
2025-05-29,高位下拉,40.0,1,12,480,背部
2025-05-29,高位下拉,50.0,1,8,400,背部
2025-05-29,高位下拉,60.0,1,8,480,背部
2025-05-29,高位下拉,65.0,1,8,520,背部
2025-05-29,哑铃弯举,12.0,1,12,144,手臂
2025-05-29,哑铃弯举,12.0,1,12,144,手臂
2025-05-29,哑铃弯举,12.0,1,12,144,手臂
2025-05-29,锤式弯举,12.0,1,8,96,手臂
2025-05-29,锤式弯举,12.0,1,8,96,手臂
2025-05-29,锤式弯举,12.0,1,8,96,手臂
2025-05-30,坐姿推胸,35.0,1,12,420,胸部
2025-05-30,坐姿推胸,40.0,1,8,320,胸部
2025-05-30,坐姿推胸,45.0,1,8,360,胸部
2025-05-30,坐姿推胸,50.0,1,8,400,胸部
2025-05-30,坐姿推胸,55.0,1,8,440,胸部
2025-05-30,夹胸,35.0,1,8,280,胸部
2025-05-30,夹胸,40.0,1,8,320,胸部
2025-05-30,夹胸,45.0,1,8,360,胸部
2025-05-30,夹胸,50.0,1,8,400,胸部
2025-05-30,夹胸,55.0,1,8,440,胸部
2025-05-30,三头下拉,35.0,1,8,280,手臂
2025-05-30,三头下拉,40.0,1,8,320,手臂
2025-05-30,三头下拉,45.0,1,8,360,手臂
2025-05-30,三头下拉,50.0,1,8,400,手臂
2025-06-02,坐姿推胸,40.0,1,8,320,胸部
2025-06-02,坐姿推胸,45.0,1,8,360,胸部
2025-06-02,坐姿推胸,50.0,1,8,400,胸部
2025-06-02,坐姿推胸,55.0,1,8,440,胸部
2025-06-02,坐姿推胸,60.0,1,3,180,胸部
2025-06-02,夹胸,40.0,1,8,320,胸部
2025-06-02,夹胸,45.0,1,8,360,胸部
2025-06-02,夹胸,50.0,1,8,400,胸部
2025-06-02,夹胸,55.0,1,8,440,胸部
2025-06-02,夹胸,60.0,1,8,480,胸部
2025-06-02,三头下拉,40.0,1,12,480,手臂
2025-06-02,三头下拉,45.0,1,12,540,手臂
2025-06-02,三头下拉,50.0,1,8,400,手臂
2025-06-02,三头下拉,50.0,1,8,400,手臂
2025-06-03,髋外展,50.0,1,12,600,腿部
2025-06-03,髋外展,60.0,1,12,720,腿部
2025-06-03,髋外展,65.0,1,12,780,腿部
2025-06-03,髋外展,70.0,1,10,700,腿部
2025-06-03,向上踢腿,60.0,1,12,720,腿部
2025-06-03,向上踢腿,70.0,1,12,840,腿部
2025-06-03,向上踢腿,80.0,1,12,960,腿部
2025-06-03,向上踢腿,90.0,1,12,1080,腿部
2025-06-03,倒蹬,70.0,1,12,840,腿部
2025-06-03,倒蹬,80.0,1,12,960,腿部
2025-06-03,倒蹬,90.0,1,12,1080,腿部
2025-06-03,倒蹬,90.0,1,12,1080,腿部
2025-06-06,坐姿划船,40.0,1,8,320,背部
2025-06-06,坐姿划船,55.0,1,8,440,背部
2025-06-06,坐姿划船,60.0,1,8,480,背部
2025-06-06,坐姿划船,65.0,1,8,520,背部
2025-06-06,坐姿划船,70.0,1,8,560,背部
2025-06-06,引体向上,0,1,7,0,背部
2025-06-06,引体向上,0,1,8,0,背部
2025-06-06,高位下拉,55.0,1,8,440,背部
2025-06-06,高位下拉,60.0,1,8,480,背部
2025-06-06,高位下拉,65.0,1,8,520,背部
2025-06-06,高位下拉,70.0,1,8,560,背部
2025-06-06,杠铃弯举,30.0,1,12,360,手臂
2025-06-06,杠铃弯举,40.0,1,12,480,手臂
2025-06-06,杠铃弯举,50.0,1,8,400,手臂
2025-06-06,杠铃弯举,45.0,1,8,360,手臂
2025-06-07,引体向上,0,1,8,0,背部
2025-06-07,坐姿推胸,35.0,1,12,420,胸部
2025-06-07,坐姿推胸,45.0,1,8,360,胸部
2025-06-07,坐姿推胸,50.0,1,8,400,胸部
2025-06-07,坐姿推胸,55.0,1,4,220,胸部
2025-06-07,夹胸,40.0,1,8,320,胸部
2025-06-07,夹胸,45.0,1,8,360,胸部
2025-06-07,夹胸,50.0,1,8,400,胸部
2025-06-07,夹胸,55.0,1,8,440,胸部
2025-06-07,三头下拉,40.0,1,8,320,手臂
2025-06-07,三头下拉,45.0,1,8,360,手臂
2025-06-07,三头下拉,50.0,1,8,400,手臂
2025-06-07,三头下拉,55.0,1,8,440,手臂
2025-06-07,三头下拉,55.0,1,8,440,手臂
2025-07-05,坐姿推胸,30.0,1,12,360,胸部
2025-07-05,坐姿推胸,35.0,1,8,280,胸部
2025-07-05,坐姿推胸,40.0,1,8,320,胸部
2025-07-05,坐姿推胸,45.0,1,8,360,胸部
2025-07-05,坐姿推胸,50.0,1,3,150,胸部
2025-07-05,坐姿推胸,45.0,1,4,180,胸部
2025-07-05,夹胸,35.0,1,8,280,胸部
2025-07-05,夹胸,40.0,1,8,320,胸部
2025-07-05,夹胸,45.0,1,5,225,胸部
2025-07-05,三头下拉,30.0,1,12,360,手臂
2025-07-05,三头下拉,35.0,1,8,280,手臂
2025-07-05,三头下拉,40.0,1,8,320,手臂
2025-07-05,三头下拉,45.0,1,6,270,手臂
2025-07-06,引体向上,0,1,10,0,背部
2025-07-06,引体向上,0,1,10,0,背部
2025-07-06,引体向上,0,1,10,0,背部
2025-07-06,反向飞鸟,15.0,1,12,180,背部
2025-07-06,反向飞鸟,20.0,1,12,240,背部
2025-07-06,反向飞鸟,25.0,1,12,300,背部
2025-07-06,反向飞鸟,30.0,1,8,240,背部
2025-07-21,坐姿推胸,30.0,1,12,360,胸部
2025-07-21,夹胸,35.0,1,12,420,胸部
2025-07-21,夹胸,40.0,1,8,320,胸部
2025-07-21,夹胸,45.0,1,8,360,胸部
2025-07-21,三头下拉,30.0,1,8,240,手臂
2025-07-21,三头下拉,35.0,1,8,280,手臂
2025-07-21,哑铃推肩,12.0,1,8,96,肩部
2025-07-22,引体向上,0,1,8,0,背部
2025-07-22,引体向上,0,1,8,0,背部
2025-07-22,高位下拉,40.0,1,8,320,背部
2025-07-22,高位下拉,45.0,1,8,360,背部
2025-07-22,高位下拉,50.0,1,8,400,背部
2025-07-22,高位下拉,50.0,1,8,400,背部
2025-07-22,坐姿划船,40.0,1,8,320,背部
2025-07-22,坐姿划船,45.0,1,8,360,背部
2025-07-22,坐姿划船,50.0,1,8,400,背部
2025-07-25,坐姿推胸,30.0,1,12,360,胸部
2025-07-25,坐姿推胸,35.0,1,8,280,胸部
2025-07-25,坐姿推胸,40.0,1,8,320,胸部
2025-07-25,坐姿推胸,45.0,1,8,360,胸部
2025-07-25,坐姿推胸,50.0,1,3,150,胸部
2025-07-25,夹胸,35.0,1,12,420,胸部
2025-07-25,夹胸,40.0,1,8,320,胸部
2025-07-25,夹胸,45.0,1,6,270,胸部
2025-07-25,三头下拉,35.0,1,8,280,手臂
2025-07-25,三头下拉,40.0,1,8,320,手臂
2025-07-25,三头下拉,45.0,1,8,360,手臂
2025-07-26,引体向上,0,1,8,0,背部
2025-07-26,引体向上,0,1,8,0,背部
2025-07-26,高位下拉,45.0,1,8,360,背部
2025-07-26,高位下拉,50.0,1,8,400,背部
2025-07-26,高位下拉,55.0,1,8,440,背部
2025-07-26,高位下拉,60.0,1,6,360,背部
2025-07-26,坐姿划船,45.0,1,8,360,背部
2025-07-26,坐姿划船,50.0,1,8,400,背部
2025-07-26,坐姿划船,55.0,1,8,440,背部
2025-07-26,坐姿划船,60.0,1,8,480,背部
2025-07-29,坐姿推胸,30.0,1,12,360,胸部
2025-07-29,坐姿推胸,35.0,1,8,280,胸部
2025-07-29,坐姿推胸,40.0,1,8,320,胸部
2025-07-29,坐姿推胸,45.0,1,8,360,胸部
2025-07-29,坐姿推胸,50.0,1,6,300,胸部
2025-07-29,夹胸,35.0,1,8,280,胸部
2025-07-29,夹胸,40.0,1,8,320,胸部
2025-07-29,夹胸,45.0,1,8,360,胸部
2025-07-29,夹胸,50.0,1,6,300,胸部
2025-07-29,哑铃弯举,12.0,1,12,144,手臂
2025-07-29,锤式弯举,12.0,1,8,96,手臂
2025-07-30,哑铃推肩,12.0,1,12,144,肩部
2025-07-30,哑铃推肩,14.0,1,8,112,肩部
2025-07-30,哑铃推肩,16.0,1,8,128,肩部
2025-07-30,哑铃推肩,18.0,1,8,144,肩部
2025-07-30,哑铃推肩,18.0,1,6,108,肩部
2025-07-30,哑铃侧平举,0,1,8,0,肩部
2025-07-30,哑铃侧平举,0,1,8,0,肩部
2025-07-30,高位下拉,45.0,1,8,360,背部
2025-07-30,高位下拉,50.0,1,8,400,背部
2025-07-30,高位下拉,55.0,1,8,440,背部
2025-07-30,高位下拉,60.0,1,8,480,背部
2025-07-30,高位下拉,65.0,1,8,520,背部
2025-07-30,坐姿划船,45.0,1,8,360,背部
2025-07-30,坐姿划船,50.0,1,8,400,背部
2025-07-30,坐姿划船,55.0,1,8,440,背部
2025-07-30,坐姿划船,60.0,1,8,480,背部
2025-07-30,坐姿划船,65.0,1,8,520,背部
2025-08-01,坐姿推胸,30.0,1,8,240,胸部
2025-08-01,坐姿推胸,40.0,1,8,320,胸部
2025-08-01,坐姿推胸,45.0,1,8,360,胸部
2025-08-01,坐姿推胸,50.0,1,3,150,胸部
2025-08-01,夹胸,40.0,1,8,320,胸部
2025-08-01,夹胸,45.0,1,8,360,胸部
2025-08-01,夹胸,50.0,1,2,100,胸部
2025-08-02,高位下拉,45.0,1,8,360,背部
2025-08-02,高位下拉,50.0,1,8,400,背部
2025-08-02,高位下拉,55.0,1,8,440,背部
2025-08-02,高位下拉,60.0,1,8,480,背部
2025-08-02,高位下拉,65.0,1,8,520,背部
2025-08-02,坐姿划船,45.0,1,8,360,背部
2025-08-02,坐姿划船,50.0,1,8,400,背部
2025-08-02,坐姿划船,55.0,1,8,440,背部
2025-08-02,坐姿划船,60.0,1,8,480,背部
2025-08-05,哑铃推肩,10.0,1,12,120,肩部
2025-08-05,哑铃推肩,12.0,1,8,96,肩部
2025-08-05,哑铃推肩,14.0,1,8,112,肩部
2025-08-05,哑铃推肩,16.0,1,8,128,肩部
2025-08-05,哑铃推肩,18.0,1,8,144,肩部
2025-08-05,夹胸,40.0,1,8,320,胸部
2025-08-05,夹胸,45.0,1,8,360,胸部
2025-08-05,夹胸,50.0,1,3,150,胸部
2025-08-05,夹胸,50.0,1,8,400,胸部
2025-08-05,夹胸,55.0,1,8,440,胸部
2025-08-05,坐姿推胸,40.0,1,8,320,胸部
2025-08-07,引体向上,0,1,10,0,背部
2025-08-07,引体向上,0,1,10,0,背部
2025-08-07,引体向上,0,1,6,0,背部
2025-08-07,引体向上,0,1,5,0,背部
2025-08-07,引体向上,0,1,6,0,背部
2025-08-08,坐姿推胸,35.0,1,12,420,胸部
2025-08-08,坐姿推胸,40.0,1,8,320,胸部
2025-08-08,坐姿推胸,45.0,1,8,360,胸部
2025-08-08,坐姿推胸,50.0,1,5,250,胸部
2025-08-08,坐姿推胸,50.0,1,8,400,胸部
2025-08-08,坐姿推胸,55.0,1,8,440,胸部
2025-08-08,夹胸,45.0,1,8,360,胸部
2025-08-09,高位下拉,40.0,1,8,320,背部
2025-08-09,高位下拉,50.0,1,8,400,背部
2025-08-09,高位下拉,60.0,1,8,480,背部
2025-08-09,高位下拉,70.0,1,8,560,背部
2025-08-09,坐姿划船,40.0,1,8,320,背部
2025-08-09,坐姿划船,50.0,1,8,400,背部
