日期,动作,重量,组数,次数,容量,部位
2026-01-01,夹腿,60.0,1,12,720,腿部
2026-01-01,夹腿,70.0,1,12,840,腿部
2026-01-01,夹腿,80.0,1,12,960,腿部
2026-01-01,夹腿,90.0,1,12,1080,腿部
2026-01-01,向上踢腿,70.0,1,12,840,腿部
2026-01-01,向上踢腿,80.0,1,12,960,腿部
2026-01-01,向上踢腿,90.0,1,12,1080,腿部
2026-01-01,向上踢腿,100.0,1,12,1200,腿部
2026-01-01,向上踢腿,100.0,1,12,1200,腿部
2026-01-01,倒蹬,70.0,1,12,840,腿部
2026-01-01,倒蹬,80.0,1,12,960,腿部
2026-01-01,倒蹬,90.0,1,12,1080,腿部
2026-01-01,倒蹬,90.0,1,12,1080,腿部
2026-01-04,高位下拉,40.0,1,12,480,背部
2026-01-04,高位下拉,50.0,1,8,400,背部
2026-01-04,高位下拉,60.0,1,8,480,背部
2026-01-04,高位下拉,70.0,1,8,560,背部
2026-01-04,坐姿划船,40.0,1,12,480,背部
2026-01-04,坐姿划船,50.0,1,8,400,背部
2026-01-04,坐姿划船,60.0,1,8,480,背部
2026-01-04,坐姿划船,65.0,1,8,520,背部
2026-01-04,反向飞鸟,35.0,1,8,280,背部
2026-01-04,反向飞鸟,40.0,1,8,320,背部
2026-01-04,反向飞鸟,45.0,1,8,360,背部
2026-01-04,反向飞鸟,50.0,1,4,200,背部
2026-01-06,坐姿推胸,30.0,1,12,360,胸部
2026-01-06,坐姿推胸,40.0,1,8,320,胸部
2026-01-06,坐姿推胸,50.0,1,8,400,胸部
2026-01-06,坐姿推胸,60.0,1,8,480,胸部
2026-01-06,坐姿推胸,70.0,1,7,490,胸部
2026-01-06,坐姿推胸,70.0,1,5,350,胸部
2026-01-06,夹胸,40.0,1,8,320,胸部
2026-01-06,夹胸,45.0,1,8,360,胸部
2026-01-06,夹胸,45.0,1,8,360,胸部
2026-01-07,引体向上,0,1,8,0,背部
2026-01-07,引体向上,0,1,8,0,背部
2026-01-07,哑铃推肩,12.0,1,12,144,肩部
2026-01-07,哑铃推肩,16.0,1,8,128,肩部
2026-01-07,哑铃推肩,16.0,1,8,128,肩部
2026-01-07,哑铃推肩,20.0,1,8,160,肩部
2026-01-07,哑铃推肩,24.0,1,8,192,肩部
2026-01-07,哑铃推肩,24.0,1,8,192,肩部
2026-01-09,高位下拉,40.0,1,12,480,背部
2026-01-09,高位下拉,50.0,1,8,400,背部
2026-01-09,高位下拉,60.0,1,8,480,背部
2026-01-09,高位下拉,70.0,1,8,560,背部
2026-01-09,高位下拉,75.0,1,8,600,背部
2026-01-09,坐姿划船,40.0,1,8,320,背部
2026-01-09,坐姿划船,50.0,1,8,400,背部
2026-01-09,坐姿划船,60.0,1,8,480,背部
2026-01-09,坐姿划船,70.0,1,6,420,背部
2026-01-11,坐姿推胸,40.0,1,12,480,胸部
2026-01-11,坐姿推胸,50.0,1,8,400,胸部
2026-01-11,坐姿推胸,60.0,1,8,480,胸部
2026-01-11,坐姿推胸,65.0,1,4,260,胸部
2026-01-11,坐姿推胸,65.0,1,5,325,胸部
2026-01-11,坐姿推胸,60.0,1,8,480,胸部
2026-01-11,坐姿推胸,55.0,1,8,440,胸部
2026-01-11,夹胸,40.0,1,8,320,胸部
2026-01-11,夹胸,45.0,1,8,360,胸部
2026-01-11,夹胸,45.0,1,8,360,胸部
2026-01-15,高位下拉,40.0,1,12,480,背部
2026-01-15,高位下拉,50.0,1,8,400,背部
2026-01-15,高位下拉,60.0,1,8,480,背部
2026-01-15,高位下拉,70.0,1,8,560,背部
2026-01-15,坐姿划船,40.0,1,8,320,背部
2026-01-15,坐姿划船,50.0,1,8,400,背部
2026-01-15,坐姿划船,60.0,1,8,480,背部
2026-01-15,坐姿划船,65.0,1,8,520,背部
2026-01-15,反向飞鸟,40.0,1,8,320,背部
2026-01-15,反向飞鸟,45.0,1,8,360,背部
2026-01-15,反向飞鸟,45.0,1,8,360,背部
2026-01-18,高位下拉,30.0,1,12,360,背部
2026-01-18,高位下拉,40.0,1,8,320,背部
2026-01-18,高位下拉,50.0,1,8,400,背部
2026-01-18,高位下拉,60.0,1,8,480,背部
2026-01-18,高位下拉,70.0,1,8,560,背部
2026-01-18,坐姿划船,30.0,1,12,360,背部
2026-01-18,坐姿划船,40.0,1,8,320,背部
2026-01-18,坐姿划船,50.0,1,8,400,背部
2026-01-18,坐姿划船,60.0,1,8,480,背部
2026-03-10,引体向上,0,1,8,0,背部
2026-03-10,引体向上,0,1,8,0,背部
2026-03-10,引体向上,0,1,3,0,背部
2026-03-10,引体向上,0,1,8,0,背部
2026-03-10,反向飞鸟,30.0,1,8,240,背部
2026-03-10,反向飞鸟,35.0,1,8,280,背部
2026-03-10,反向飞鸟,40.0,1,7,280,背部
2026-03-12,高位下拉,30.0,1,12,360,背部
2026-03-12,高位下拉,40.0,1,8,320,背部
2026-03-12,高位下拉,50.0,1,8,400,背部
2026-03-12,坐姿划船,30.0,1,12,360,背部
2026-03-12,坐姿划船,40.0,1,8,320,背部
2026-03-12,坐姿划船,50.0,1,8,400,背部
2026-03-12,三头下拉,30.0,1,12,360,手臂
2026-03-12,三头下拉,40.0,1,8,320,手臂
2026-03-12,三头下拉,35.0,1,8,280,手臂
2026-03-12,三头下拉,35.0,1,8,280,手臂
2026-03-12,绳索弯举,35.0,1,12,420,手臂
2026-03-12,绳索弯举,40.0,1,8,320,手臂
2026-03-12,绳索弯举,40.0,1,12,480,手臂
2026-03-16,髋外展,40.0,1,12,480,腿部
2026-03-16,髋外展,50.0,1,8,400,腿部
2026-03-16,髋外展,60.0,1,8,480,腿部
2026-03-16,髋外展,70.0,1,8,560,腿部
2026-03-16,夹腿,60.0,1,12,720,腿部
2026-03-16,夹腿,70.0,1,10,700,腿部
2026-03-16,夹腿,80.0,1,8,640,腿部
2026-03-16,夹腿,90.0,1,12,1080,腿部
2026-03-16,向上踢腿,60.0,1,12,720,腿部
2026-03-16,向上踢腿,70.0,1,12,840,腿部
2026-03-16,向上踢腿,80.0,1,12,960,腿部
2026-03-16,向上踢腿,90.0,1,12,1080,腿部
2026-03-16,向上踢腿,100.0,1,12,1200,腿部
2026-03-16,倒蹬,70.0,1,12,840,腿部
2026-03-16,倒蹬,80.0,1,12,960,腿部
2026-03-16,倒蹬,90.0,1,12,1080,腿部
2026-03-17,引体向上,0,1,8,0,背部
2026-03-17,引体向上,0,1,8,0,背部
2026-03-17,高位下拉,40.0,1,12,480,背部
2026-03-17,高位下拉,50.0,1,12,600,背部
2026-03-17,高位下拉,60.0,1,12,720,背部
2026-03-17,高位下拉,70.0,1,12,840,背部
2026-03-17,坐姿划船,40.0,1,12,480,背部
2026-03-17,坐姿划船,50.0,1,12,600,背部
2026-03-17,坐姿划船,60.0,1,8,480,背部
2026-03-19,引体向上,0,1,8,0,背部
2026-03-19,引体向上,0,1,8,0,背部
2026-03-20,髋外展,45.0,1,12,540,腿部
2026-03-20,髋外展,55.0,1,12,660,腿部
2026-03-20,髋外展,65.0,1,12,780,腿部
2026-03-20,髋外展,75.0,1,12,900,腿部
2026-03-20,髋外展,80.0,1,12,960,腿部
2026-03-20,夹腿,60.0,1,12,720,腿部
2026-03-20,夹腿,70.0,1,12,840,腿部
2026-03-20,夹腿,80.0,1,12,960,腿部
2026-03-20,夹腿,90.0,1,12,1080,腿部
2026-03-20,倒蹬,60.0,1,12,720,腿部
2026-03-20,倒蹬,70.0,1,12,840,腿部
2026-03-20,倒蹬,80.0,1,12,960,腿部
2026-03-20,倒蹬,90.0,1,12,1080,腿部
2026-03-20,倒蹬,100.0,1,12,1200,腿部
2026-03-22,引体向上,0,1,8,0,背部
2026-03-22,引体向上,0,1,8,0,背部
2026-03-22,高位下拉,40.0,1,8,320,背部
2026-03-22,高位下拉,50.0,1,8,400,背部
2026-03-22,高位下拉,60.0,1,8,480,背部
2026-03-22,高位下拉,70.0,1,8,560,背部
2026-03-22,高位下拉,70.0,1,8,560,背部
2026-03-22,坐姿划船,40.0,1,8,320,背部
2026-03-22,坐姿划船,50.0,1,8,400,背部
2026-03-22,坐姿划船,60.0,1,6,360,背部
2026-03-30,引体向上,0,1,8,0,背部
2026-03-30,引体向上,0,1,8,0,背部
2026-03-30,引体向上,0,1,8,0,背部
2026-03-30,三头下拉,30.0,1,8,240,手臂
2026-03-30,三头下拉,35.0,1,8,280,手臂
2026-03-30,三头下拉,35.0,1,8,280,手臂
2026-03-30,三头下拉,40.0,1,8,320,手臂
2026-03-30,三头下拉,35.0,1,8,280,手臂
2026-03-30,哑铃推肩,14.0,1,8,112,肩部
2026-03-30,哑铃推肩,16.0,1,8,128,肩部
2026-03-30,哑铃推肩,18.0,1,6,108,肩部
2026-03-31,坐姿推胸,30.0,1,12,360,胸部
2026-03-31,坐姿推胸,35.0,1,8,280,胸部
2026-03-31,坐姿推胸,40.0,1,8,320,胸部
2026-03-31,坐姿推胸,45.0,1,8,360,胸部
2026-03-31,坐姿推胸,50.0,1,4,200,胸部
2026-03-31,坐姿推胸,45.0,1,2,90,胸部
2026-03-31,哑铃弯举,12.0,1,8,96,手臂
2026-03-31,哑铃弯举,12.0,1,8,96,手臂
2026-03-31,哑铃弯举,14.0,1,8,112,手臂
2026-03-31,夹胸,30.0,1,8,240,胸部
2026-03-31,夹胸,35.0,1,8,280,胸部
2026-03-31,夹胸,35.0,1,8,280,胸部
2026-04-03,高位下拉,30.0,1,12,360,背部
2026-04-03,高位下拉,40.0,1,8,320,背部
2026-04-03,高位下拉,50.0,1,8,400,背部
2026-04-03,高位下拉,60.0,1,8,480,背部
2026-04-03,高位下拉,70.0,1,5,350,背部
2026-04-03,坐姿划船,30.0,1,12,360,背部
2026-04-03,坐姿划船,40.0,1,8,320,背部
2026-04-03,坐姿划船,50.0,1,8,400,背部
2026-04-03,坐姿划船,60.0,1,8,480,背部
2026-04-03,反向飞鸟,30.0,1,8,240,背部
2026-04-03,反向飞鸟,35.0,1,8,280,背部
2026-04-03,反向飞鸟,40.0,1,6,240,背部
2026-04-03,三头下拉,30.0,1,12,360,手臂
2026-04-03,三头下拉,35.0,1,6,210,手臂
2026-04-06,引体向上,0,1,8,0,背部
2026-04-06,引体向上,0,1,8,0,背部
2026-04-06,引体向上,0,1,8,0,背部
2026-04-06,引体向上,0,1,8,0,背部
2026-04-06,高位下拉,50.0,1,8,400,背部
2026-04-06,高位下拉,60.0,1,8,480,背部
2026-04-06,高位下拉,70.0,1,8,560,背部
2026-04-06,高位下拉,75.0,1,8,600,背部
2026-04-06,反向飞鸟,30.0,1,8,240,背部
2026-04-06,反向飞鸟,35.0,1,8,280,背部
2026-04-06,反向飞鸟,40.0,1,8,320,背部
2026-04-08,哑铃推肩,12.0,1,12,144,肩部
2026-04-08,哑铃推肩,14.0,1,8,112,肩部
2026-04-08,哑铃推肩,18.0,1,8,144,肩部
2026-04-08,哑铃推肩,20.0,1,8,160,肩部
2026-04-08,哑铃推肩,24.0,1,6,144,肩部
2026-04-08,坐姿推胸,40.0,1,8,320,胸部
2026-04-08,坐姿推胸,45.0,1,8,360,胸部
2026-04-08,坐姿推胸,50.0,1,4,200,胸部
2026-04-08,坐姿推胸,50.0,1,8,400,胸部
2026-04-11,引体向上,0,1,8,0,背部
2026-04-11,引体向上,0,1,8,0,背部
2026-04-11,反向飞鸟,30.0,1,12,360,背部
2026-04-11,反向飞鸟,35.0,1,8,280,背部
2026-04-11,反向飞鸟,40.0,1,8,320,背部
2026-04-11,高位下拉,40.0,1,12,480,背部
2026-04-11,高位下拉,50.0,1,8,400,背部
2026-04-11,高位下拉,60.0,1,8,480,背部
2026-04-11,高位下拉,70.0,1,8,560,背部
2026-04-11,高位下拉,75.0,1,8,600,背部
2026-04-11,高位下拉,80.0,1,6,480,背部
2026-04-11,坐姿划船,40.0,1,12,480,背部
2026-04-11,坐姿划船,50.0,1,8,400,背部
2026-04-11,坐姿划船,60.0,1,8,480,背部
2026-04-11,坐姿划船,65.0,1,8,520,背部
2026-04-11,坐姿划船,70.0,1,4,280,背部
2026-04-12,哑铃推肩,12.0,1,12,144,肩部
2026-04-12,哑铃推肩,16.0,1,8,128,肩部
2026-04-12,哑铃推肩,18.0,1,8,144,肩部
2026-04-12,哑铃推肩,20.0,1,8,160,肩部
2026-04-12,哑铃推肩,24.0,1,7,168,肩部
2026-04-12,哑铃推肩,20.0,1,9,180,肩部
2026-04-17,引体向上,0,1,8,0,背部
2026-04-17,高位下拉,50.0,1,12,600,背部
2026-04-17,高位下拉,60.0,1,8,480,背部
2026-04-17,高位下拉,70.0,1,8,560,背部
2026-04-17,高位下拉,75.0,1,8,600,背部
2026-04-17,坐姿划船,50.0,1,12,600,背部
2026-04-17,坐姿划船,60.0,1,8,480,背部
2026-04-17,坐姿划船,70.0,1,7,490,背部
2026-04-17,反向飞鸟,30.0,1,12,360,背部
2026-04-17,反向飞鸟,35.0,1,8,280,背部
2026-04-17,反向飞鸟,40.0,1,8,320,背部
2026-04-17,反向飞鸟,45.0,1,1,45,背部
2026-04-29,高位下拉,30.0,1,12,360,背部
2026-04-29,高位下拉,40.0,1,8,320,背部
2026-04-29,高位下拉,50.0,1,8,400,背部
2026-04-29,高位下拉,60.0,1,8,480,背部
2026-04-29,高位下拉,70.0,1,8,560,背部
2026-04-29,高位下拉,80.0,1,8,640,背部
2026-04-29,坐姿划船,30.0,1,12,360,背部
2026-04-29,坐姿划船,40.0,1,8,320,背部
2026-04-29,坐姿划船,50.0,1,8,400,背部
2026-04-29,坐姿划船,60.0,1,8,480,背部
2026-04-29,坐姿划船,70.0,1,8,560,背部
2026-04-29,反向飞鸟,30.0,1,12,360,背部
2026-04-29,反向飞鸟,30.0,1,8,240,背部
2026-04-29,反向飞鸟,40.0,1,8,320,背部
2026-04-29,反向飞鸟,45.0,1,7,315,背部
2026-04-29,反向飞鸟,45.0,1,4,180,背部
2026-05-06,高位下拉,30.0,1,12,360,背部
2026-05-06,高位下拉,40.0,1,8,320,背部
2026-05-06,高位下拉,50.0,1,8,400,背部
2026-05-06,高位下拉,60.0,1,8,480,背部
2026-05-06,高位下拉,70.0,1,8,560,背部
2026-05-06,高位下拉,80.0,1,8,640,背部
2026-05-06,坐姿划船,30.0,1,12,360,背部
2026-05-06,坐姿划船,40.0,1,8,320,背部
2026-05-06,坐姿划船,50.0,1,8,400,背部
2026-05-06,坐姿划船,60.0,1,8,480,背部
2026-05-06,坐姿划船,70.0,1,8,560,背部
2026-05-06,反向飞鸟,35.0,1,8,280,背部
2026-05-06,反向飞鸟,40.0,1,8,320,背部
2026-05-06,反向飞鸟,45.0,1,8,360,背部
2026-05-07,坐姿推胸,30.0,1,12,360,胸部
2026-05-07,坐姿推胸,35.0,1,8,280,胸部
2026-05-07,坐姿推胸,40.0,1,8,320,胸部
2026-05-07,坐姿推胸,45.0,1,8,360,胸部
2026-05-07,坐姿推胸,50.0,1,8,400,胸部
2026-05-07,坐姿推胸,55.0,1,8,440,胸部
2026-05-07,坐姿推胸,60.0,1,8,480,胸部
2026-05-07,夹胸,35.0,1,8,280,胸部
2026-05-07,夹胸,40.0,1,8,320,胸部
2026-05-07,夹胸,45.0,1,8,360,胸部
2026-05-09,高位下拉,30.0,1,12,360,背部
2026-05-09,高位下拉,40.0,1,8,320,背部
2026-05-09,高位下拉,50.0,1,8,400,背部
2026-05-09,高位下拉,60.0,1,8,480,背部
2026-05-09,坐姿划船,30.0,1,12,360,背部
2026-05-09,坐姿划船,40.0,1,8,320,背部
2026-05-09,坐姿划船,50.0,1,8,400,背部
2026-05-09,坐姿划船,60.0,1,8,480,背部
2026-05-09,反向飞鸟,35.0,1,8,280,背部
2026-05-09,反向飞鸟,40.0,1,8,320,背部
2026-05-09,反向飞鸟,45.0,1,4,180,背部
2026-05-11,哑铃推肩,12.0,1,12,144,肩部
2026-05-11,哑铃推肩,14.0,1,8,112,肩部
2026-05-11,哑铃推肩,18.0,1,8,144,肩部
2026-05-11,哑铃推肩,20.0,1,8,160,肩部
2026-05-11,哑铃推肩,20.0,1,8,160,肩部
2026-05-11,哑铃推肩,20.0,1,9,180,肩部
2026-05-11,三头下拉,30.0,1,12,360,手臂
2026-05-11,三头下拉,35.0,1,12,420,手臂
2026-05-11,三头下拉,40.0,1,12,480,手臂
2026-05-11,三头下拉,45.0,1,8,360,手臂
2026-05-11,绳索弯举,35.0,1,12,420,手臂
2026-05-11,绳索弯举,40.0,1,12,480,手臂
2026-05-11,绳索弯举,45.0,1,8,360,手臂
2026-05-16,引体向上,0,1,8,0,背部
2026-05-16,高位下拉,40.0,1,8,320,背部
2026-05-16,高位下拉,50.0,1,8,400,背部
2026-05-16,高位下拉,60.0,1,8,480,背部
2026-05-16,高位下拉,70.0,1,8,560,背部
2026-05-16,高位下拉,80.0,1,6,480,背部
2026-05-16,坐姿划船,40.0,1,10,400,背部
2026-05-16,坐姿划船,50.0,1,8,400,背部
2026-05-16,坐姿划船,60.0,1,8,480,背部
2026-05-16,坐姿划船,70.0,1,6,420,背部
2026-05-17,坐姿推胸,30.0,1,12,360,胸部
2026-05-17,坐姿推胸,40.0,1,8,320,胸部
2026-05-17,坐姿推胸,45.0,1,8,360,胸部
2026-05-17,坐姿推胸,50.0,1,8,400,胸部
2026-05-17,坐姿推胸,55.0,1,8,440,胸部
2026-05-17,坐姿推胸,60.0,1,5,300,胸部
2026-05-17,夹胸,35.0,1,8,280,胸部
2026-05-17,夹胸,40.0,1,8,320,胸部
2026-05-17,三头下拉,40.0,1,12,480,手臂
2026-05-17,三头下拉,45.0,1,12,540,手臂
2026-05-17,三头下拉,50.0,1,8,400,手臂
2026-05-17,绳索弯举,40.0,1,12,480,手臂
2026-05-17,绳索弯举,45.0,1,12,540,手臂
2026-05-17,绳索弯举,50.0,1,8,400,手臂
2026-05-19,哑铃推肩,12.0,1,12,144,肩部
2026-05-19,哑铃推肩,16.0,1,8,128,肩部
2026-05-19,哑铃推肩,18.0,1,8,144,肩部
2026-05-19,哑铃推肩,20.0,1,8,160,肩部
2026-05-19,哑铃推肩,20.0,1,8,160,肩部
2026-05-19,反向飞鸟,40.0,1,8,320,背部
2026-05-19,反向飞鸟,45.0,1,8,360,背部
2026-05-19,反向飞鸟,50.0,1,4,200,背部
2026-05-21,引体向上,0,1,8,0,背部
2026-05-21,高位下拉,40.0,1,12,480,背部
2026-05-21,高位下拉,50.0,1,8,400,背部
2026-05-21,高位下拉,60.0,1,8,480,背部
2026-05-21,高位下拉,70.0,1,8,560,背部
2026-05-21,高位下拉,80.0,1,8,640,背部
2026-05-21,坐姿划船,40.0,1,8,320,背部
2026-05-21,坐姿划船,50.0,1,8,400,背部
2026-05-21,坐姿划船,60.0,1,8,480,背部
2026-05-21,坐姿划船,70.0,1,6,420,背部
2026-05-21,反向飞鸟,40.0,1,8,320,背部
2026-05-21,反向飞鸟,45.0,1,8,360,背部
2026-05-21,反向飞鸟,50.0,1,8,400,背部
2026-05-22,夹胸,25.0,1,12,300,胸部
2026-05-22,夹胸,30.0,1,8,240,胸部
2026-05-22,夹胸,35.0,1,8,280,胸部
2026-05-22,夹胸,40.0,1,8,320,胸部
2026-05-22,坐姿推胸,40.0,1,8,320,胸部
2026-05-22,坐姿推胸,45.0,1,8,360,胸部
2026-05-22,坐姿推胸,50.0,1,8,400,胸部
2026-05-22,三头下拉,40.0,1,12,480,手臂
2026-05-22,三头下拉,45.0,1,8,360,手臂
2026-05-25,哑铃推肩,12.0,1,12,144,肩部
2026-05-25,哑铃推肩,14.0,1,8,112,肩部
2026-05-25,哑铃推肩,16.0,1,8,128,肩部
2026-05-25,哑铃推肩,18.0,1,8,144,肩部
2026-05-25,哑铃推肩,20.0,1,8,160,肩部
2026-05-25,哑铃推肩,24.0,1,6,144,肩部
2026-05-25,哑铃推肩,20.0,1,8,160,肩部
2026-05-25,三头下拉,40.0,1,12,480,手臂
2026-05-25,三头下拉,45.0,1,12,540,手臂
2026-05-26,高位下拉,30.0,1,12,360,背部
2026-05-26,高位下拉,40.0,1,8,320,背部
2026-05-26,高位下拉,50.0,1,8,400,背部
2026-05-26,高位下拉,60.0,1,8,480,背部
2026-05-26,高位下拉,70.0,1,8,560,背部
2026-05-26,高位下拉,80.0,1,8,640,背部
2026-05-26,坐姿划船,30.0,1,12,360,背部
2026-05-26,坐姿划船,40.0,1,8,320,背部
2026-05-26,坐姿划船,50.0,1,8,400,背部
2026-05-26,坐姿划船,60.0,1,8,480,背部
2026-05-26,坐姿划船,70.0,1,8,560,背部
2026-05-26,反向飞鸟,40.0,1,8,320,背部
2026-05-26,绳索弯举,40.0,1,8,320,手臂
2026-05-26,绳索弯举,45.0,1,8,360,手臂
2026-05-26,绳索弯举,50.0,1,8,400,手臂
2026-05-29,高位下拉,40.0,1,12,480,背部
2026-05-29,高位下拉,50.0,1,8,400,背部
2026-05-29,高位下拉,60.0,1,8,480,背部
2026-05-29,高位下拉,60.0,1,8,480,背部
2026-05-29,高位下拉,60.0,1,8,480,背部
2026-05-29,高位下拉,60.0,1,8,480,背部
2026-05-29,高位下拉,60.0,1,8,480,背部
2026-05-29,高位下拉,60.0,1,5,300,背部
2026-05-29,反向飞鸟,40.0,1,8,320,背部
2026-05-29,反向飞鸟,40.0,1,8,320,背部
2026-05-29,反向飞鸟,30.0,1,8,240,背部
2026-05-29,反向飞鸟,30.0,1,8,240,背部
2026-05-29,反向飞鸟,30.0,1,5,150,背部